Epoch,Training Loss,Validation Loss,Training MAE,Training MAE Symmetric,Training MAE Symmetric STD,Training RMSE,Training RMSE Std,Training RMSE Symmetric,Training RMSE Symmetric STD,Validation MAE,Validation MAE Std,Validation MAE Symmetric,Validation MAE Symmetric STD,Validation RMSE,Validation RMSE Std,Validation RMSE Symmetric,Validation RMSE Symmetric STD
0,827.3074319265505,285.16522132028933,15.291622514901068,6.28374747472491,14.76524208643106,6.552836745274603,17.897652472284935,6.973018758053352,17.272760901023116,7.250091754524709,12.822783744719226,4.590780158757343,12.273522274587558,4.7477884170440685,15.576033751097974,5.22291797809336,15.064071345253458,5.423933078397658
1,586.0145783254198,242.48675861139546,14.292368547251563,5.396569397284294,13.765030574781019,5.617647578625785,16.99525105858589,6.163526763309375,16.401729040339127,6.47902028865599,11.667525520794614,3.1906403173078877,11.281022796716472,3.3181548205867806,14.417905133800856,3.8174070258463084,13.93390033292018,4.024280227359811
2,513.3164670299102,490.9659673601152,13.11059464292253,4.874455025304619,12.650041297448752,5.09663731137384,15.893653860596624,5.605321591266511,15.314473933682036,5.93208205042153,11.580590457925403,5.3149175373954005,11.382409617153145,5.375991948375716,14.054481063178661,5.720165167725245,13.755681624888854,5.795545604429528
3,533.6670126801745,281.97087744326734,12.611255217291518,5.08874338329434,12.128471180893431,5.306755072149374,15.362528954648038,5.8319484208729495,14.771418021153758,6.168139900756817,10.278426276885561,4.360199173252838,9.8953552084905,4.519620351309632,12.959988038840983,5.224110497635987,12.545710705357687,5.43469773342408
4,434.1781362179208,206.73559444226436,11.981863019911689,4.5956184675203575,11.410823246046924,4.82049252289448,14.859927016607276,5.419971565698628,14.161759853822725,5.754463296434231,10.058719778734265,3.9778326288291526,9.697749266728277,4.14847946535169,12.741305075914546,4.839028870720217,12.369762949630463,5.051433951376933
5,390.0923992076166,164.38499734883007,11.831283829281457,4.216168612260121,11.264767498230048,4.422425655174312,14.727316451079709,5.028583129699488,14.049282678384126,5.347027564576359,9.711732454514632,3.124842049118502,9.341702243711612,3.2825657035195106,12.441566275627608,4.020796369538179,12.018152971760294,4.269428526606114
6,337.80769261708423,145.4931786062178,11.42916446292355,3.673197217165087,10.828949453425947,3.8869220141871974,14.383986214454726,4.49153107223625,13.665587489891742,4.815307587082269,10.704552984932247,3.3063986773013303,10.306757864978477,3.4494913821570266,13.435560868727185,4.100208112252238,13.058736678066898,4.29709430029528
7,296.38859757732695,126.84995833119912,10.894018076821924,3.4363063160315037,10.259960673548123,3.645264365852786,13.826876329635724,4.2092403640526905,13.06339637337693,4.528514241259351,9.485647721039504,2.586879156354554,9.12956155248181,2.697002090738486,12.153755740055127,3.350793374400564,11.782075649524987,3.511305327185693
8,268.1953840656646,123.36540828967195,10.735128673581926,3.2429573739191127,10.11389100350935,3.458050679385781,13.65329074349672,4.029229116421982,12.912765868186412,4.364034144659888,9.860784596193806,2.968731790210218,9.559348892355695,3.0614894051853914,12.628914599107622,3.7953874789622417,12.326790304929746,3.943630891866757
9,247.86965739724096,125.44518503173165,10.86440715277033,3.2032667419592826,10.293740041301069,3.3869391910360114,13.787370525264922,3.9514098304836285,13.092046062865348,4.247818826890853,9.569461899934758,3.1455556629213275,9.25599869582292,3.2512248955424363,12.14744162563295,3.8855755945088775,11.808076506966877,4.04798999257696
10,237.25524386381187,131.76709796926454,10.784120928179508,3.219337423165964,10.182218837473565,3.4312065414303263,13.706834870940154,4.001676957531051,12.970360094459656,4.3215526399866055,9.109223710388079,2.74841986905004,8.826224863510403,2.8489817488062443,11.71560512208517,3.626008591996801,11.42009195673789,3.7604682971396013
11,227.37829623776489,121.98946270135865,10.789383161409885,3.2303052385570545,10.18705256974402,3.4751965872163066,13.67741714068362,3.997626580151988,12.942495718148448,4.3487702433185955,9.497359245540695,3.035384427608353,9.047196784982683,3.2366874948653592,12.168342649075162,3.896559345545109,11.675690441394197,4.141011534985619
12,214.81686673887265,116.0128254360425,10.47194232973188,2.988753745631694,9.879716057174925,3.178622103251223,13.375383743433764,3.7494971941905693,12.648361816134008,4.040096064714462,8.732073856422826,2.675630048992592,8.44461774646759,2.7745223237402725,11.303434983178253,3.537339111908185,10.996099655594403,3.665125758977132
