Epoch,Training Loss,Validation Loss,Training MAE,Validation MAE,Validation Symmetric MAE,Training RMSE,Validation RMSE,Validation Symmetric RMSE
379,15.019089583619749,24.35383011161499,2.661272028955928,3.9743440665760392,2.8593875122722436,2.8033536799589247,4.309479061311398,4.22261035012323
380,14.806241988393912,24.521664702478528,2.637129846988597,3.9510725559982265,2.937611828916656,2.887679803484507,4.365325020237104,4.295492027870985
381,15.00993553481963,24.47389105364061,2.634910362323752,3.9338791112269003,2.852405830340719,2.8039673664918205,4.2752975363666765,4.201461368139828
382,14.944072791101156,24.181754058253485,2.6564710850857085,3.973471663782737,2.8518104144480594,2.8063499360547484,4.276447416013437,4.215003346314304
383,14.841597165208336,24.18984197410265,2.664283871562127,4.008680862571968,2.9118187081889735,2.838891047979667,4.367458603569971,4.2826966827141915
384,14.726207453311234,24.151367670760948,2.6124170707741388,3.8979473169394145,2.830022490647464,2.778241685802628,4.2764836956545516,4.201482646187542
385,15.12775214162616,23.83342266823342,2.670986030855118,3.9961068886858833,2.8343038108002263,2.7896733193526866,4.29536923427464,4.226924931579107
386,14.734033630105834,24.07712930729248,2.6888427914784225,4.044584951140734,2.8309142080074894,2.772928401032794,4.239094271807821,4.165137318009228
387,14.578934105870687,24.454288008243537,2.6298326465266766,3.9399248085120857,2.850090000533317,2.8206656754176316,4.271637188778155,4.2326716113622505
388,14.552718754496029,24.24089352414613,2.5994878432148893,3.8672723586291555,2.832695056654363,2.777437237587222,4.208983152489131,4.133345382463411
389,14.529734015780907,24.412033606406112,2.6307156786784622,3.9397983670785166,2.9990985374626558,2.9581263043772563,4.496124880760156,4.447259154385833
390,14.750336561657821,24.53096066146809,2.686961579308957,4.01543620040833,2.977408366876259,2.912721904831113,4.486782823471271,4.404358598911073
391,14.500955262530889,23.963407938855397,2.6262303178168622,3.950080520392738,2.9504860974786924,2.9243422743723535,4.46119070247613,4.420036961719078
392,14.563424987547574,23.89524387367295,2.6728025293408675,4.0177684757626695,2.950731523928141,2.8922107866777194,4.452402353654132,4.386106020910543
393,14.757101300726152,24.08872358411394,2.682978378201624,4.038116247408664,2.752642063594928,2.687162213600831,4.147662573183461,4.057804901301154
394,14.79713522907046,24.294892884512006,2.6233510548709926,3.936400436048601,2.958372663287049,2.9067881945445717,4.400713281741436,4.331819237066005
395,14.766831353305282,24.384865566470207,2.627253088626604,3.950558623622621,2.9167769572930013,2.8676997994429003,4.427772435533613,4.359466788727356
396,14.855605802865787,24.245450133832346,2.6339142644990545,3.9793587482523867,2.8461650003681473,2.7949069656474084,4.293804843487015,4.205083651604371
397,14.931850930561993,23.95387426377323,2.6279403557466527,3.938186374366442,2.8049048818324662,2.758428798770034,4.173629760390584,4.102441948879025
398,14.204072215238703,23.74219484998031,2.5755950725729355,3.8580790610021025,2.740727165668452,2.7007043506124897,4.090789127709282,4.024548609974078
399,14.399814610156392,23.710488633115183,2.5904340845892992,3.8650875133604816,2.865332646876037,2.835903693321315,4.333822461590587,4.292945568377832
400,14.41520725655843,24.188740018859708,2.5812019603371907,3.8801510211831167,2.7672865995039664,2.739764942145339,4.131276850321893,4.0872695107329555
401,14.514377601091278,24.57357303951833,2.606240161131684,3.927792026514165,2.8559954606283564,2.8214937120503927,4.28433444971392,4.23931852901298
402,14.064587964176027,24.82635350425518,2.5471934992611622,3.8267857807719032,2.8588490151546027,2.8108884999520143,4.320902083905434,4.242833442704024
403,14.454905652243454,24.60395995428944,2.5927235025438806,3.888971738499541,2.734523480434655,2.6996192885437877,4.082662105092975,4.023080146384166
404,14.272131031096917,23.76021723494489,2.5824374998181256,3.8745589922169263,2.868820394489096,2.8304694326982265,4.317791338235013,4.242039902222779
405,14.275239490787442,24.559511223650134,2.5537611594822964,3.845944716422488,2.853381174520634,2.8004038761812367,4.21712248291474,4.155971649740125
406,14.550264736031451,24.660606137602116,2.5959030784003656,3.8860971049941977,2.8729810429414715,2.8235730135906674,4.31196126215631,4.240540415596823
407,14.429464203439954,24.193564548383737,2.556428849135398,3.84407186067351,2.917252830155839,2.884263475750955,4.410043809860127,4.363892244524814
408,14.567282983474955,24.551236368276815,2.6076419544448695,3.9163069950773672,2.8897208333756756,2.8345479406154808,4.318200111115022,4.242699056789351
409,14.331731853473913,23.770987971435385,2.5578215315351835,3.835836712432855,2.849699002248987,2.804461478816999,4.300198274409612,4.2406979261076225
410,13.973250459377628,23.800987825566676,2.5647811493951895,3.8752896745208214,2.7198181690798258,2.685063332808621,4.1039177494436645,4.058351079802624
411,14.53352048720981,23.99533161664769,2.5634455087345254,3.8557551936360186,2.71875098655784,2.655236730237121,4.046035995918319,3.9593592403971622
412,14.261622805059316,24.176114582462443,2.5750231412084403,3.8640744115494687,2.9297813460028728,2.8558537399082153,4.3507047562814725,4.271287765799887
413,14.292712088447086,23.97034270535384,2.5666860565001497,3.866284633342859,2.742462055438647,2.7043492722728852,4.106731196636572,4.056969634518037
414,14.568533225246124,23.91679506100145,2.5976558369894924,3.8969505328231393,2.7914027093420435,2.720229464660944,4.210149864481162,4.1061585715543165
415,14.126347392868176,23.698183289916752,2.571792939123655,3.8571758689203732,2.6926048325445735,2.6557119210782667,4.048077022791195,3.9896714987720947
416,13.783661068056302,24.160125139140533,2.5055554341868316,3.767120207730534,2.817229184846418,2.7800688061915877,4.231189315828397,4.179497881204938
417,14.370291161063696,24.280594940261835,2.5572941365717923,3.8334123148041446,2.8816847266857573,2.8589754293367005,4.3028676527190335,4.267587915152166
418,13.916288011582534,24.236066528000134,2.517428165944261,3.7891103432703885,2.8366680001704445,2.8072805628235153,4.309810516870009,4.248301577641387
419,14.205643634523145,24.031476506454077,2.535226835358883,3.7856516219385705,2.8236418917378017,2.7703281423315547,4.223631674688745,4.158030840864556
420,13.905123809189176,24.429687168026597,2.4805381543387592,3.705672764865001,2.7164953184111673,2.666237986510346,4.088456605725347,4.0097243674097225
421,13.860944516052097,24.20327795655498,2.5184361430209043,3.771615945568089,2.775951253388263,2.7273615035356986,4.164003031863031,4.097816031337751
422,14.125817156322151,24.110936150553375,2.519431262149944,3.780076474610961,2.882773754670788,2.850213691629565,4.409368502568928,4.371492541293628
423,14.336745943428646,24.01331498570494,2.6323864874461846,3.9630392600472604,2.8148256630998216,2.751583089130588,4.203151678623831,4.117496767774382
424,14.342129488250563,23.588717841904177,2.539465565563105,3.8153991062872072,2.755883601283985,2.6976341637007426,4.114251246152314,4.034301018614315
425,13.857784822451254,23.810179762656823,2.534454943754865,3.7941136645802085,2.9665316446559333,2.9424770104022975,4.4926488278144046,4.462634400951344
426,14.063065125421462,24.201706918888632,2.581892626610131,3.8776325429805656,2.728563533264119,2.6945805942541776,4.078770460194278,4.033307082322084
427,14.13251116109737,24.23317130197461,2.5012920524087012,3.7771647019440184,2.9233902299753485,2.8407061201217303,4.415930323392095,4.312492578256815
428,14.06754406929016,23.435676122696513,2.5923425689101376,3.9093038738401975,2.806074804435825,2.769623065768933,4.230182159521018,4.168119078985577
429,13.910122557357274,23.70065481293188,2.5437066549654634,3.8395822138837,2.8061837579760924,2.776327370347815,4.245217033019294,4.195522079631853
430,14.30001120486755,23.708659468029424,2.5150278602926086,3.7833963414291567,2.7962844902076416,2.76638944536531,4.168491067729382,4.127517215331747
431,14.287068464808542,23.57413621977046,2.5167552530802926,3.790143002777616,2.7347460765982166,2.6958946496602887,4.15665968261119,4.102472794937848
432,14.04197173620163,23.94226081133726,2.4895294533311807,3.752725529825937,2.795745586051308,2.7503972336834765,4.1953244881271265,4.128649793647605
433,13.95850677012109,24.006030255365825,2.5070259017996697,3.761756467545837,2.8006334094619074,2.7652197735783717,4.189237348691911,4.147902015003254
434,14.307704768382239,23.529000363133452,2.5228350006334304,3.787113699767309,2.7250247208204126,2.6845901688904505,4.108481187495385,4.048754937094115
435,14.301588586993935,23.798540504866555,2.524994073485461,3.788751295579402,2.825570563015542,2.768537822303619,4.260076721642492,4.1805422803117445
436,14.175120828841104,23.88391328463739,2.508458765218144,3.780655847062606,2.6878792883319793,2.6479528896936553,4.029384902472803,3.9699125091251877
437,13.929454743135606,24.34872168211942,2.489699860236173,3.728301567285388,2.7701920011777394,2.7231197753651717,4.160919725467231,4.083517902403735
438,13.896474735495678,23.52720181168479,2.453707961005969,3.661748574951544,2.6877832451501966,2.6540132761010047,4.027794600817693,3.977182568069724
439,13.905828598522488,23.70243987941647,2.4440858573114506,3.6781897694509946,2.8849924544040038,2.7854361068976004,4.354244503409803,4.224249287997001
440,14.184925330974444,24.392280151030533,2.519757903374236,3.7860047904239984,2.7583618947007316,2.698910719401032,4.178080962330583,4.089124599537089
441,13.604595878427896,24.673062371540404,2.471036234561502,3.6895264792653926,2.874949462897617,2.812688924327164,4.3485340359135005,4.253005935790482
442,13.555474631914443,24.01859094331495,2.4500999161666996,3.670845850335006,2.719682285779503,2.6870011340292055,4.079566262082359,4.029770155974652
443,13.88263649233455,23.681725641110777,2.481805050017669,3.733399288623481,2.753609901847033,2.7129237418212626,4.185701629641376,4.133131652396371
444,13.727008204847216,24.66165938315153,2.4129675910279627,3.623322989147846,2.670369822753203,2.6327790661351544,4.009423894127667,3.9573619702632543
445,13.952539704638767,23.27654030848924,2.490520499352683,3.7519829722651044,2.7352995438177876,2.6879920614364905,4.106778937465428,4.047317683848588
446,13.6216081624302,23.978254318748505,2.4585271016264945,3.723849966621349,2.689159371749271,2.6459566058851784,4.044224550346551,3.9894231078071485
447,13.42595439000015,24.14926090819844,2.4241539720844045,3.6385926047636503,2.718369197725659,2.685647020845751,4.141410879385058,4.092261371355045
448,13.591423833687342,24.69266691733965,2.4349735829746852,3.6632350849074213,2.8038254422231783,2.7739013275707216,4.198186136581461,4.150049122081232
449,13.945234117122137,23.779283384621248,2.4797155511791273,3.7243331413887475,2.771708869661489,2.7282964577788826,4.19210993750604,4.1392323540180485
450,13.639183941505525,23.993112502257897,2.4569600480627494,3.6829155061483365,2.790303907362245,2.7505134964185793,4.170773247051594,4.101437881916505
451,13.424832866377045,23.570857208047464,2.461593884330623,3.7012114332900805,2.802081510464779,2.7415414864773604,4.257232081496079,4.169186315528909
452,13.707393750088617,24.639848263752057,2.503083361044239,3.7779465473938236,2.763642082419006,2.6851262699857172,4.143698118243149,4.019650031378699
453,13.716617217846503,23.71705014516477,2.4520477956819127,3.6904644792076327,2.7290881972870022,2.6841351636946067,4.125333191367162,4.062883860830255
454,13.873211069208493,23.473954089272464,2.4353855926141974,3.6632835717758305,2.8299476908345325,2.802159692911684,4.271357058581904,4.225726499868883
455,13.370404869282353,24.209249007611145,2.4673331554935145,3.71365888187321,2.7812958433553523,2.731160371382604,4.229991848469761,4.138492251719927
456,13.441899423824145,23.486770023992268,2.448331656927219,3.670390946131897,2.703209793549693,2.673817650615414,4.096772895584598,4.045108314679257
457,13.902124398936042,23.060163096707075,2.4606776982889405,3.692266882606347,2.655357677137095,2.628876358237251,3.9387508251949677,3.9051202064780854
458,13.973728846585255,24.390237614599027,2.4618059010761026,3.70302457226007,2.65347209521488,2.615724235156274,3.989367483485291,3.9219016762859606
459,13.808722495144174,24.09552637970914,2.4734907779299338,3.7183763342150433,2.7770043449394026,2.718466526558574,4.153073584889254,4.073537029162865
460,13.404043016507858,23.959861567758384,2.425534489790261,3.659879197894471,2.868483616506386,2.818175639208435,4.277507860402219,4.21316240536114
461,13.857210509799083,23.663657680741498,2.428748329087038,3.6186308774970803,2.7377081937174657,2.684517622875292,4.1529131400878425,4.075622037629626
462,13.432878188629006,23.534601231535298,2.454799464716447,3.6756500171285165,2.740618667443945,2.6979743311556286,4.094742612821227,4.035886445319625
463,14.05777005331908,23.43088198334226,2.494647398325109,3.7512993636851473,2.761988085541774,2.7185306382548924,4.098093135876784,4.045365056700073
464,13.552820323642608,24.461291479704347,2.460997442372688,3.683421814047984,2.724210951253637,2.684057138918271,4.056395401011125,3.9985348246714087
465,13.164963666325688,23.93537843594779,2.4314509132146886,3.659358021875501,2.7146483242935053,2.6714779333451153,4.040647942836434,3.977525610071942
466,13.705721474149104,23.76003579096176,2.4381267785997554,3.6479237368625856,2.6998075207704266,2.662441844413498,4.051585888344521,3.999524527027833
467,13.53480650966469,24.46445759218609,2.4474849800520855,3.6825923975380532,2.7707981144822016,2.7243298416049586,4.15313795184579,4.090995743265541
468,13.455148142126712,23.93490493906362,2.3769822258724425,3.5525977311401236,2.7264917603477974,2.675345920328625,4.123085393064789,4.060983767204018
469,13.519617137806595,23.7359941223155,2.4261768554449725,3.6616844467650904,2.6995692576996144,2.645566160024135,4.046321472983096,3.9645998866757934
470,13.409282378320647,23.40471438511551,2.394832405662504,3.5981392384099866,2.6860518186156215,2.6454811493814154,4.017870211101034,3.9609108089294223
471,13.421538765885376,23.475656619095002,2.4105089847552192,3.62196320177409,2.6210764402089084,2.5865330615327227,3.9674647696689145,3.9148567798972715
472,13.564956686456522,24.23042059715742,2.4737218306247684,3.7342116004862063,2.735172095214557,2.689245165193584,4.131633084336444,4.056783967208718
473,13.546311919321832,23.730522486602815,2.4304004732309417,3.6588082734769802,2.7276907987272256,2.702591705957707,4.073672039375938,4.037208119392365
474,13.464721674377845,24.106780296848626,2.4077211590933585,3.5772121605931955,2.7622726335483314,2.736327455422552,4.11378210181972,4.072158744634978
475,13.381963359909165,23.99414103270709,2.421748209012532,3.6395271034463113,2.6181655372202104,2.5734035854550297,3.9535751075789336,3.891342778368405
476,13.380645568253373,23.972731325838122,2.3836765829189486,3.5927879744356583,2.692892726617995,2.661669020033984,4.0426297632065955,4.002911078897703
477,13.648323676753426,24.0331369375292,2.3807472620251224,3.5989633949716398,2.7730800498385535,2.7219104882865914,4.211960137841734,4.151185432570665
478,13.389476433003848,23.95181969471497,2.4245713324446427,3.641461651839492,2.7529364480178864,2.713648051373737,4.128833608687588,4.065323512528212
479,13.152411487254984,23.90181652681598,2.372975357658093,3.5685114740250796,2.614770264114222,2.5812452806496595,3.929449256202632,3.875775151376489
480,13.335012673324185,23.97341020828863,2.3984932996209096,3.6030930873966227,2.710952203611467,2.673654561262241,4.094387636586978,4.05322828477101
481,13.783065572951411,23.547580512222456,2.412059249081953,3.615284950573785,2.6572801971832996,2.62572891819144,4.012032749755577,3.9658088839620453
482,13.321407385108525,23.81672411112079,2.416651126512386,3.644359524591657,2.707536700675849,2.6820071625631203,4.099770849914672,4.053430308404411
483,13.79054883278455,23.043693881277218,2.4429538386379273,3.681472936190972,2.72181837720788,2.683666483682796,4.111173134864664,4.057128665597056
484,13.32646518746489,23.697449340497048,2.437749664009411,3.683629734361194,2.756595425534556,2.7309717633373283,4.13256760769494,4.093122806620696
485,13.138879827185129,24.039788030961986,2.432552202409697,3.6486617416861415,2.6544363380041522,2.6232429591500974,4.020895063793684,3.9794285446887656
486,13.317475692598606,23.489886139782236,2.4482183835944618,3.6924762362705943,2.7315431138834807,2.6836047110291728,4.139545084755552,4.0736100277951985
487,13.612950118200489,23.50917356075197,2.435834957285378,3.6883950940566614,2.71877669523894,2.6631557952375275,4.120326234641075,4.04315337048964
488,13.097384506712205,23.990400365864915,2.3976300190173205,3.6209298488172705,2.6835311720842205,2.6436480366790263,4.000441712283947,3.9555983984605976
489,13.43049849125504,23.93043642555233,2.403825437638877,3.608215441984055,2.7620142623781945,2.72623947531171,4.131114534420938,4.0836436600144355
490,13.337623406710051,23.585272120611485,2.373532171595681,3.557134699489363,2.736008426772954,2.7161859782290305,4.075138699267783,4.046287971195424
491,13.216689024852588,23.821726784834055,2.352163860445605,3.5324594595441328,2.657858149804204,2.6304255021235856,3.9985271794769064,3.9548560250611002
492,13.01324763451693,23.989387219538855,2.3368829863113034,3.5264075262051775,2.802330337737933,2.7549263260828463,4.229798320239519,4.1771629889728725
493,13.11817811928672,23.537389065176875,2.390146559109112,3.596879377774805,2.8172982384308924,2.7651306879479525,4.245927861355403,4.166051079430433
494,13.132235623534026,23.612730498963153,2.4286051776443625,3.6388427550118787,2.6818144341303984,2.6384125393095936,4.029405500434133,3.968467680552386
495,13.604279265267524,24.29452273671707,2.389150949147131,3.5950884622310535,2.7305489950942428,2.6854981326212997,4.123295112836038,4.058016015535227
496,13.336155915420234,23.13610706017728,2.381092242670908,3.597814346517821,2.7034779876594612,2.6752616484007854,4.074195240515161,4.038865766207895
497,12.816669507797396,23.281884455254744,2.349987779454439,3.5215635880136364,2.604750827494524,2.578254155825486,3.9003635249050035,3.8621861623636997
498,13.188909700150512,23.515709647934866,2.347671964966663,3.5360470896106087,2.7750424002049203,2.7437418474582724,4.198105333429863,4.154443201174019
499,12.95629801471877,24.292839948199813,2.319089176318405,3.491197452185045,2.642711597782469,2.6128856438797743,3.963770810062621,3.9167834805777586
500,12.860398905076712,24.30225232914699,2.3065110803906514,3.4854919922104073,2.7109909727786565,2.6747469031257616,4.079192435225007,4.0336239163871115
501,13.040064698727086,23.48185300337169,2.376742795119358,3.5847478404007265,2.718538477061809,2.6895836277889495,4.074876008965099,4.032473487087851
502,12.949693562336321,23.96409299044211,2.359931034037518,3.5452470385816963,2.6786799523688605,2.633542779854121,4.038790236133394,3.9800029760259616
503,13.107768063075119,24.367412995429163,2.4302649649969776,3.6543273815192134,2.7617013966699386,2.6877112280316156,4.178161894443579,4.073134010104017
504,13.11605375389586,23.379851256115863,2.3578715729412236,3.5379212260204618,2.631365932196375,2.5975843153745823,3.9768705554345862,3.9245805282235957
505,12.849519574761866,24.164368670706896,2.295875660154552,3.448283260724183,2.7664567841760177,2.7190842892892815,4.177911210159119,4.113563075510244
506,13.021187518617953,24.145731290995876,2.3618580977017416,3.557663347569493,2.5650421327383346,2.523996113125617,3.8447319496208743,3.781602805290613
507,12.923734912230424,24.068315282072867,2.2745660709279805,3.4157013757497907,2.741577605285825,2.723698979858011,4.144111546494519,4.117018786703668
508,13.271464636747071,23.745466841617436,2.3901510869955076,3.588435848904346,2.711168426800908,2.670504260218698,4.0718909702721335,4.0076654541825425
509,12.815382208977734,23.649659029322233,2.341027755904998,3.534397528704147,2.6841314285350446,2.654606978860618,4.0450782946130355,4.001530751770349
510,13.020570719537881,23.91804028401017,2.3250690953593653,3.495593935538915,2.6542205561808374,2.601523050524552,3.984224014446628,3.9241865814136374
511,13.511103631669592,23.34968669664207,2.327917464906768,3.4976160052264773,2.61112552141585,2.58045443843185,3.936068870247824,3.8857347575953174
512,12.486525343598634,23.54272831732671,2.28674926133321,3.441862539649472,2.598689983622115,2.5641967882228496,3.8946113453348117,3.8517543696532504
513,12.722593295671592,23.244146428174457,2.336963615464079,3.496461315916005,2.672666956591741,2.6335673679300866,4.086760568445427,4.032417786256516
514,12.953056441155994,23.931610090684124,2.3604290049705563,3.555498147160771,2.6748698495269068,2.6353106524315355,4.068763418225921,4.001930197685663
515,13.049155080945932,23.992068195374554,2.323587581129024,3.489015768928013,2.724774257161412,2.701116457349538,4.087926620370911,4.050624553394184
516,12.550401905498855,23.415137499729504,2.307130304947306,3.4730642101475855,2.698647142090385,2.6552924894592778,4.117575791443872,4.057423627897101
517,12.979614191478637,23.925941879667196,2.339084143228741,3.526916328783002,2.639245145742421,2.605416731401318,3.9466845213934723,3.8970605925011084
518,13.129491460172467,24.554299733102674,2.3251539102730714,3.48553731428959,2.6610965579955552,2.616389187959055,3.9806900121809297,3.925996992012459
519,12.966198445698305,23.46882425547011,2.285715296236595,3.4200863745669947,2.6336237302272365,2.6018532198687376,4.000358062131221,3.9539631503503316
520,12.962206533711665,24.102104203000792,2.3063755508695634,3.468824468067335,2.646555452421048,2.5979929333158527,4.010785897146467,3.939637321336408
521,12.69286378183911,23.628721312189516,2.316479411531195,3.487172036664289,2.655645145039149,2.6107108541709794,4.035100010521536,3.9758277670793687
522,12.780076846504425,23.523630329304794,2.2899638199969363,3.4441547744746766,2.6114016469689227,2.57919836909493,3.9394440279857905,3.893017402882735
523,12.940144869485152,23.63940760459977,2.337198015383774,3.507220572984233,2.6709139833508546,2.6479766312702537,4.062923567639601,4.033046113512783
524,12.88422266841774,24.056613013416335,2.285146128322156,3.4321151750163192,2.6559653474543903,2.612271735457646,3.9980359374312684,3.9427846908515964
525,12.901837085379263,22.99051477008245,2.311239197305104,3.4741076135333904,2.693766704454063,2.666781917195261,4.08739369176307,4.051710425218701
526,12.462209510159227,23.08799581158224,2.2588336988321553,3.399722211776541,2.6779518189083045,2.63089030884426,4.045732657082283,3.982479775459415
527,13.04005570691117,23.46559127646056,2.289065668957271,3.4319376073324754,2.6558481418620263,2.6110045647710183,4.016484484020691,3.960235035106351
528,12.979368789604342,23.963873866516792,2.294420353072363,3.4520188001040943,2.5983492114525557,2.563602444315467,3.9142065995015294,3.8715057467409433
529,12.873609371125228,23.63743422698175,2.3086573437337887,3.4602451055238688,2.6376452017203844,2.6046338281948818,3.95623537284928,3.898698534579885
530,12.663973212639297,23.65963558265824,2.280042260797397,3.4262857616695985,2.679646520698055,2.6499549347824387,4.0229152905196,3.982796840723979
531,12.549828614647492,23.516928752992737,2.296697631815885,3.460686357314298,2.618704632490769,2.5953675188018366,3.9132607198792835,3.8733207057919703
532,12.8946959767439,23.443184204933186,2.3226006373045833,3.4777848149982074,2.713245275655906,2.6839614735584867,4.081979355720892,4.0316164359252875
533,12.904416699823946,23.501394360262285,2.3007973333449963,3.455459430464207,2.57729398800891,2.5242590525806947,3.871944412720181,3.786042496377474
534,13.206328568777339,23.959854764391398,2.2795688892831496,3.4215459760179887,2.738142648498265,2.7023576091429504,4.1001850087831055,4.053053657562305
535,12.923409795157179,23.960367844751893,2.317941319422287,3.485356837843068,2.6826097726501654,2.639714341037202,4.0524239048213495,3.9913630306746137
536,13.217956541946846,23.39352990607813,2.2508503385452268,3.377407449191511,2.5670139920889574,2.510551368454299,3.869095716273549,3.7873143823612003
537,12.472506312858458,23.494340720426738,2.2713070147659313,3.4079962910301416,2.5739054009400846,2.531330769354803,3.857457090446554,3.7903755227897626
538,12.763274075833086,23.26061057496765,2.288685192471336,3.445466890618176,2.6054579504758606,2.56836686091814,3.925162666980989,3.87105778565631
539,12.671096419729512,23.99061566376194,2.2215523337470136,3.324297365259862,2.7796806536579264,2.751676419148386,4.2072891358658255,4.163095099966777
540,12.82186660310517,23.223053325660654,2.2729941859425242,3.4155946460613786,2.694529769737492,2.6685743392880386,4.087210015186372,4.047821799526415
541,12.692840581058201,23.896533949095534,2.2911556066950887,3.438096391922912,2.580498883767587,2.549729753769072,3.883173221139042,3.8355813286902665
542,13.122894337595298,23.683660763912446,2.2677824710923993,3.394878344640862,2.6343305967445123,2.5734938312160294,3.989689976728822,3.902991452162963
543,12.748380257657123,23.270975182009607,2.2883132952911622,3.4401732530142963,2.692722763379387,2.6531833245824203,4.063266751354437,4.003922941866957
544,13.058839209608673,23.983457670922146,2.283842039688041,3.4116288128164998,2.6115483479338706,2.568133779984727,3.951200209116764,3.879467949317784
545,12.836053072080695,24.01627442621058,2.2773954049438423,3.4202762246237035,2.6420907308648367,2.6113462980738342,3.971878759538893,3.927915584252745
546,13.017764687854836,23.90635755394546,2.3300046385350135,3.535166835124549,2.646515625073472,2.605637022403051,4.042111577156262,3.9796867767057607
547,12.677941998465617,23.844648168630627,2.2422370145002835,3.3703575004425916,2.64048349002795,2.6126534096797362,4.014084908146983,3.9713659505483028
548,12.448449348437615,23.980520235336915,2.2797263334872215,3.45205457993584,2.811302412629003,2.7563093359879143,4.254790722615968,4.192719511488803
549,12.752328874113756,23.59592426107105,2.2769092937462108,3.4368098520091985,2.650443611509694,2.6259879521095018,3.975539891560318,3.9414191326492456
550,12.80550068840562,23.10179545261709,2.3074805679653663,3.480330430411249,2.5688064699286763,2.53936730568335,3.872513265393789,3.832293696614312
551,12.468203373743448,23.455127889347615,2.2215552643943712,3.3166282259760282,2.6313095899201526,2.615016741392216,4.012428943745637,3.9912183383041104
552,12.450059017269723,23.244246776956004,2.264360881059621,3.3930877139143156,2.680960528488533,2.617961251427005,4.067869037044365,3.976938752634689
553,12.613376658547747,23.883147043913397,2.2543172552559088,3.394050073967797,2.660992249530575,2.6251599455148598,4.029820092640918,3.9626969874853466
554,12.440866604915097,23.87955833304177,2.2624019026617352,3.40020231117331,2.5792174310178817,2.5394127693034236,3.8609014272360653,3.800588141399473
555,12.500210822894287,23.821486076663938,2.2656320940622643,3.417465778021101,2.6577679999918233,2.616140394015146,4.028941731718615,3.9649026545838466
556,12.603241387205346,23.860468846512905,2.286449946040591,3.459577911805097,2.627282224254704,2.588685631591657,3.9873296822045132,3.9308531307703096
557,12.706853279866676,23.611784287677825,2.2371116232568116,3.361817217158167,2.626071564950276,2.6059245677805456,3.980493841109895,3.954177509891049
558,12.515603240244188,24.103122624735317,2.233966047350728,3.36571436177352,2.618788512726563,2.595672793887567,3.9604641264261526,3.926141480448634
559,12.422161793828867,24.18973017927054,2.188894773321567,3.2712956932852126,2.5918038628701265,2.5491523685066872,3.892966800269198,3.8404468969406382
560,12.519689559724279,23.80723535774647,2.2145815674774876,3.327821003607155,2.5895358773293964,2.548915285472862,3.923316601849142,3.863740651798929
561,12.756205316210272,23.578389472892344,2.255137739636533,3.3819510384314517,2.622216812385139,2.6013718334987526,3.9829755101057316,3.9527002561924887
562,12.776959222867333,23.59779733561781,2.2614355550717824,3.424905074156247,2.632887928121549,2.5928795115775225,4.0156412314054055,3.9469919695815645
563,12.590001221637184,23.39389260116844,2.241534371491305,3.3581373937285055,2.692923578539559,2.664527455434716,4.109091890188367,4.05781950032648
564,12.692545245112091,23.286214428944533,2.2560813271124007,3.3804250876808783,2.6071162802060277,2.5666734436673617,3.952991656845974,3.891714137823232
565,12.796901250674065,23.85430869535075,2.2695583343118297,3.415623502229131,2.54377943466559,2.5196640295364636,3.8571337183829537,3.8246686257038145
566,12.724871710995508,23.376641592884766,2.2724868018673052,3.412445154924858,2.668662638007611,2.650721178716344,4.032571255784911,4.0038784083777275
567,12.637669450951526,23.866865861717294,2.2346288527251397,3.359960648833028,2.6257539452498704,2.583939529464117,3.9549549519029252,3.8980359796659485
568,12.25803442121617,23.547144379287477,2.2414895914425554,3.373627449515579,2.6982293718530728,2.656883235240971,4.096252408736534,4.035751501399351
569,12.481880462638912,23.699485344488398,2.2760369792361734,3.4374841862411634,2.648388532378487,2.604852166459401,3.9943659496685973,3.9326573385850203
570,12.422644847791455,23.531696267283767,2.207815471373415,3.309403524720265,2.632489186902064,2.5939730477489342,3.9939186904469395,3.946423220900364
571,12.57197872148118,23.575684490723873,2.2852812494569954,3.4440134407028644,2.6642693378052433,2.6437140035866986,4.026070172592457,3.9952724565823976
572,12.538488949166963,23.79312842470025,2.191605396650817,3.291446445785985,2.5539985072666718,2.5300089632261247,3.808700608944108,3.7747347755188594
573,12.276289981377689,23.58355023380545,2.2298910655892934,3.3636282924803416,2.6359100293770186,2.608609465008138,3.961558694239531,3.9258878377366275
574,12.820694569038997,23.513064677671995,2.259657030360569,3.4078277980257434,2.633553564276343,2.5850106676628672,4.005295258997964,3.9436055036336946
575,12.382489768771059,23.5686234059697,2.250115742877386,3.3945148128954714,2.5917856734745617,2.556713905722197,3.951210718289626,3.8957440101369265
576,12.70527124365516,24.622476153748202,2.2610529286137644,3.40578776839814,2.647465009057058,2.619356192902996,3.9816252858947356,3.9462331000853386
577,12.12919766854948,24.111240635065244,2.193123663244243,3.310121242290744,2.541260396240874,2.4972945875285237,3.8410310877356886,3.788262775244445
578,12.546288553975902,23.38758069674759,2.235129046986287,3.3610881606440066,2.5130789123359913,2.494031447208899,3.7618614033785804,3.730434184924017
579,12.281809314378338,24.23654363384842,2.1942608933481638,3.2760847978780294,2.64187006775454,2.6214129236436894,3.9668675070933754,3.9303149443537766
580,12.363985942006222,23.776856745427988,2.21325754158816,3.3173978963887016,2.5838517338976303,2.5299221665767972,3.920693582901295,3.850856685514901
